Datetime,Fan_Status,Humidity_Status,Light_Status,Moisture_Status0,Moisture_Status1,Moisture_Status2,Moisture_Status3,RoomTemp_Status,WG1_Set,WG2_Set
Wed Feb 23 07:36:26 2022,0,77.4,0,1.74,8.27,9.22,4.57,26.65,20,20
Wed Feb 23 07:37:26 2022,0,76.61,0,1.75,8.28,9.22,4.58,26.64,20,20
Wed Feb 23 07:38:26 2022,0,74.6,0,0.74,8.27,9.21,4.57,26.62,20,20
Wed Feb 23 07:39:26 2022,0,76.81,0,1.72,8.28,9.22,4.57,26.63,20,20
Wed Feb 23 07:40:26 2022,0,76.79,0,0.74,7.28,9.21,4.6,26.68,20,20
Wed Feb 23 07:41:26 2022,0,76.51,0,0.7,7.29,9.22,3.62,26.7,20,20
Wed Feb 23 07:42:26 2022,0,75.63,0,0.68,7.4,9.23,3.63,26.73,20,20
Wed Feb 23 07:43:26 2022,0,66.26,0,0.72,7.46,9.24,3.65,26.68,20,20
Wed Feb 23 07:44:26 2022,0,76.63,0,0.77,7.61,9.24,3.66,26.73,20,20
Wed Feb 23 07:45:26 2022,0,76.62,0,0.77,7.65,9.25,3.66,26.76,20,20
Wed Feb 23 07:46:26 2022,0,76.58,0,0.78,7.67,9.24,3.66,26.8,20,20
Wed Feb 23 07:47:26 2022,0,76.69,0,0.8,7.7,9.24,3.66,26.74,20,20
Wed Feb 23 07:48:26 2022,0,76.57,0,0.79,7.64,9.25,3.66,26.73,20,20
Wed Feb 23 07:49:26 2022,0,76.6,0,0.79,7.71,9.25,3.67,26.73,20,20
Wed Feb 23 07:50:26 2022,0,76.61,0,0.79,7.72,9.25,3.67,26.74,20,20
Wed Feb 23 07:51:26 2022,0,76.59,0,0.78,7.73,9.25,3.67,26.77,20,20
Wed Feb 23 07:52:26 2022,0,76.54,0,0.79,7.7,9.25,3.67,26.73,20,20
Wed Feb 23 07:53:26 2022,0,76.59,0,0.78,7.72,9.25,3.67,26.72,20,20
Wed Feb 23 07:54:26 2022,0,76.51,0,0.78,7.73,9.25,3.67,26.77,20,20
Wed Feb 23 07:55:26 2022,0,76.88,0,0.79,7.71,9.25,3.67,26.81,20,20
Wed Feb 23 07:56:26 2022,0,73.35,0,0.79,6.69,9.25,3.67,26.78,20,20
Wed Feb 23 07:57:26 2022,0,76.56,0,0.8,7.69,9.25,3.67,26.77,20,20
Wed Feb 23 07:58:26 2022,0,73.12,0,0.79,6.7,9.25,3.67,26.8,20,20
Wed Feb 23 07:59:26 2022,0,73.3,0,0.78,6.7,9.25,3.67,26.78,20,20
Wed Feb 23 08:00:26 2022,0,76.56,0,0.8,6.69,9.25,3.67,26.79,20,20
Wed Feb 23 08:01:26 2022,0,76.54,0,0.79,7.66,9.25,3.67,26.91,20,20
Wed Feb 23 08:02:26 2022,0,76.57,0,0.8,6.63,9.25,3.67,27.4,20,20
Wed Feb 23 08:03:26 2022,0,76.61,0,0.8,6.61,9.25,3.67,27.31,20,20
Wed Feb 23 08:04:26 2022,0,76.69,0,0.8,6.59,9.25,2.67,27.33,20,20
Wed Feb 23 08:05:26 2022,0,66.26,0,0.8,6.6,9.25,3.67,27.3,20,20
Wed Feb 23 08:06:26 2022,0,73.9,0,0.79,6.6,9.25,2.67,27.25,20,20
Wed Feb 23 08:07:26 2022,0,73.8,0,0.78,6.61,9.25,3.67,27.3,20,20
Wed Feb 23 08:08:26 2022,0,76.89,0,0.8,6.57,9.25,2.67,27.25,20,20
Wed Feb 23 08:09:26 2022,0,66.25,0,0.77,6.57,9.25,2.67,27.26,20,20
Wed Feb 23 08:10:26 2022,0,73.9,0,0.77,6.59,9.25,2.67,27.22,20,20
Wed Feb 23 08:11:26 2022,0,73.9,0,0.78,6.6,9.25,2.67,27.16,20,20
Wed Feb 23 08:12:26 2022,0,76.56,0,0.75,6.6,9.25,2.67,27.19,20,20
Wed Feb 23 08:13:26 2022,0,76.51,0,0.71,6.65,9.25,3.67,27.0,20,20
Wed Feb 23 08:14:26 2022,0,76.61,0,0.72,6.7,9.25,3.67,27.1,20,20
Wed Feb 23 08:15:26 2022,0,73.8,0,0.7,7.75,9.25,3.67,27.8,20,20
Wed Feb 23 08:16:26 2022,0,74.8,0,0.7,7.73,9.25,3.67,26.96,20,20
Wed Feb 23 08:17:26 2022,0,66.77,0,0.74,7.65,9.25,3.66,26.97,20,20
Wed Feb 23 08:18:26 2022,0,76.74,0,0.71,7.65,9.25,3.66,27.0,20,20
Wed Feb 23 08:19:26 2022,0,73.3,0,0.69,7.65,9.25,3.65,26.94,20,20
Wed Feb 23 08:20:26 2022,0,74.12,0,0.7,7.58,9.25,3.65,26.99,20,20
Wed Feb 23 08:21:26 2022,0,76.53,0,0.68,7.61,9.25,3.65,27.9,20,20
Wed Feb 23 08:22:26 2022,0,76.54,0,0.7,7.6,9.25,3.65,27.5,20,20
Wed Feb 23 08:23:26 2022,0,73.8,0,0.7,7.57,9.25,3.65,27.21,20,20
Wed Feb 23 08:24:26 2022,0,76.63,0,0.7,7.61,9.25,3.65,27.2,20,20
Wed Feb 23 08:25:26 2022,0,76.55,0,0.69,7.59,9.25,3.65,27.43,20,20
Wed Feb 23 08:26:26 2022,0,73.8,0,0.71,7.65,9.25,3.65,27.49,20,20
Wed Feb 23 08:27:26 2022,0,76.6,0,0.74,7.62,9.25,3.66,27.58,20,20
Wed Feb 23 08:28:26 2022,0,73.8,0,0.71,7.65,9.25,3.65,27.58,20,20
Wed Feb 23 08:29:26 2022,0,76.52,0,0.72,7.6,9.26,3.65,27.52,20,20
Wed Feb 23 08:30:26 2022,0,76.63,0,0.75,7.63,9.25,3.65,27.42,20,20
Wed Feb 23 08:31:26 2022,0,76.54,0,0.79,7.64,9.25,3.66,27.42,20,20
Wed Feb 23 08:32:26 2022,0,76.55,0,0.8,7.65,9.25,3.65,27.36,20,20
Wed Feb 23 08:33:26 2022,0,76.83,0,0.79,7.6,9.25,3.64,27.46,20,20
Wed Feb 23 08:34:26 2022,0,76.53,0,0.69,7.62,9.25,3.65,27.4,20,20
Wed Feb 23 08:35:26 2022,0,76.62,0,0.79,7.65,9.25,3.65,27.39,20,20
Wed Feb 23 08:36:26 2022,0,76.69,0,0.81,7.57,9.25,3.65,27.35,20,20
Wed Feb 23 08:37:26 2022,0,76.6,0,0.75,7.56,9.25,3.64,27.27,20,20
Wed Feb 23 08:38:26 2022,0,77.2,0,0.81,7.57,9.26,3.64,27.27,20,20
Wed Feb 23 08:39:26 2022,0,73.13,0,0.75,7.51,9.25,3.65,27.22,20,20
Wed Feb 23 08:40:26 2022,0,76.58,0,0.78,7.55,9.26,3.64,27.1,20,20
Wed Feb 23 08:41:26 2022,0,66.17,0,0.8,7.53,9.25,3.63,27.17,20,20
Wed Feb 23 08:42:26 2022,0,73.21,0,0.7,7.55,9.25,3.63,27.6,20,20
Wed Feb 23 08:43:26 2022,0,73.7,0,0.56,7.55,9.25,3.64,27.12,20,20
Wed Feb 23 08:44:26 2022,0,76.55,0,0.76,7.53,9.25,3.64,27.2,20,20
Wed Feb 23 08:45:26 2022,0,76.58,0,0.79,7.51,9.25,3.63,27.0,20,20
Wed Feb 23 08:46:26 2022,0,74.18,0,0.8,7.52,9.25,3.63,26.93,20,20
Wed Feb 23 08:47:26 2022,0,76.6,0,0.79,7.5,9.25,3.62,26.92,20,20
Wed Feb 23 08:48:26 2022,0,76.52,0,0.74,7.48,9.25,3.63,27.3,20,20
Wed Feb 23 08:49:26 2022,0,76.61,0,0.78,7.47,9.25,3.63,27.16,20,20
Wed Feb 23 08:50:26 2022,0,76.63,0,0.79,7.52,9.25,3.63,27.33,20,20
Wed Feb 23 08:51:26 2022,0,76.53,0,0.78,7.53,9.25,3.64,27.3,20,20
Wed Feb 23 08:52:26 2022,0,73.9,0,0.77,7.53,9.25,3.64,27.4,20,20
Wed Feb 23 08:53:26 2022,0,76.6,0,0.73,7.59,9.25,3.64,27.42,20,20
Wed Feb 23 08:54:26 2022,0,76.57,0,0.73,7.5,9.25,3.63,27.3,20,20
Wed Feb 23 08:55:26 2022,0,76.55,0,0.69,7.5,9.26,3.63,27.29,20,20
Wed Feb 23 08:56:26 2022,0,76.5,0,0.73,7.45,9.25,3.63,27.19,20,20
Wed Feb 23 08:57:26 2022,0,77.7,0,0.66,7.46,9.26,3.63,27.15,20,20
Wed Feb 23 08:58:26 2022,0,76.57,0,0.69,7.44,9.25,3.63,27.11,20,20
Wed Feb 23 08:59:26 2022,0,76.63,0,0.67,7.44,9.25,3.62,27.7,20,20
Wed Feb 23 09:00:26 2022,0,73.6,0,0.71,7.43,9.25,3.62,26.97,20,20
Wed Feb 23 09:01:26 2022,0,77.3,0,0.68,7.43,9.25,3.63,27.0,20,20
Wed Feb 23 09:02:26 2022,0,73.13,0,0.7,7.36,9.25,3.63,26.95,20,20
Wed Feb 23 09:03:26 2022,0,76.85,0,0.71,7.42,9.25,3.62,26.89,20,20
Wed Feb 23 09:04:26 2022,0,76.59,0,0.67,7.42,9.25,3.62,26.89,20,20
Wed Feb 23 09:05:26 2022,0,73.8,0,0.67,7.41,9.25,3.62,26.85,20,20
Wed Feb 23 09:06:26 2022,0,76.56,0,0.69,7.44,9.25,3.62,26.83,20,20
Wed Feb 23 09:07:26 2022,0,73.9,0,0.69,7.41,9.25,3.63,26.91,20,20
Wed Feb 23 09:08:26 2022,0,76.57,0,0.69,7.43,9.25,3.62,26.89,20,20
Wed Feb 23 09:09:26 2022,0,76.69,0,0.71,7.64,9.25,3.63,26.95,20,20
Wed Feb 23 09:10:26 2022,0,76.63,0,0.69,7.51,9.25,3.63,26.99,20,20
Wed Feb 23 09:11:26 2022,0,76.57,0,0.68,7.4,9.25,3.62,27.7,20,20
Wed Feb 23 09:12:26 2022,0,73.8,0,0.69,7.7,9.25,3.62,27.23,20,20
Wed Feb 23 09:13:26 2022,0,76.58,0,0.65,7.72,9.25,3.62,27.8,20,20
Wed Feb 23 09:14:26 2022,0,76.56,0,0.64,7.58,9.25,3.62,27.6,20,20
Wed Feb 23 09:15:26 2022,0,76.59,0,0.68,7.53,9.25,3.63,27.4,20,20
Wed Feb 23 09:16:26 2022,0,76.64,0,0.7,7.5,9.25,3.62,26.95,20,20
Wed Feb 23 09:17:26 2022,0,73.6,0,0.69,7.49,9.25,3.63,26.92,20,20
Wed Feb 23 09:18:26 2022,0,73.9,0,0.68,7.48,9.25,3.62,26.91,20,20
Wed Feb 23 09:19:26 2022,0,73.81,0,0.72,7.48,9.25,3.62,26.81,20,20
Wed Feb 23 09:20:26 2022,0,73.8,0,0.7,7.41,9.25,3.62,26.89,20,20
Wed Feb 23 09:21:26 2022,0,73.13,0,0.7,7.43,9.25,3.62,26.82,20,20
Wed Feb 23 09:22:26 2022,0,76.82,0,0.69,7.39,9.25,3.62,26.86,20,20
Wed Feb 23 09:23:26 2022,0,76.61,0,0.68,7.33,9.25,4.62,26.84,20,20
Wed Feb 23 09:24:26 2022,0,76.69,0,0.71,7.39,9.25,3.62,26.75,20,20
Wed Feb 23 09:25:26 2022,0,77.9,0,0.72,7.4,9.25,3.62,26.75,20,20
Wed Feb 23 09:26:26 2022,0,76.75,0,0.72,7.39,9.25,3.62,26.72,20,20
Wed Feb 23 09:27:26 2022,0,76.57,0,0.73,7.41,9.25,4.62,26.74,20,20
Wed Feb 23 09:28:26 2022,0,76.56,0,0.7,7.35,9.24,3.62,26.79,20,20
Wed Feb 23 09:29:26 2022,0,74.13,0,0.72,7.37,9.25,4.62,26.81,20,20
Wed Feb 23 09:30:26 2022,0,76.6,0,0.7,7.4,9.25,3.62,26.88,20,20
Wed Feb 23 09:31:26 2022,0,73.2,0,0.71,7.37,9.25,3.62,27.1,20,20
Wed Feb 23 09:32:26 2022,0,66.25,0,0.68,7.37,9.25,3.62,26.98,20,20
Wed Feb 23 09:33:26 2022,0,73.7,0,0.68,7.38,9.24,3.62,26.94,20,20
Wed Feb 23 09:34:26 2022,0,73.12,0,0.69,7.38,9.25,3.62,26.86,20,20
Wed Feb 23 09:35:26 2022,0,76.65,0,0.7,7.43,9.25,3.62,26.91,20,20
Wed Feb 23 09:36:26 2022,0,76.57,0,0.66,7.38,9.25,4.62,26.78,20,20
Wed Feb 23 09:37:26 2022,0,73.35,0,0.69,7.39,9.25,4.61,26.85,20,20
Wed Feb 23 09:38:26 2022,0,73.1,0,0.68,7.34,9.25,4.61,26.85,20,20
Wed Feb 23 09:39:26 2022,0,76.86,0,0.7,7.34,9.25,3.62,26.83,20,20
Wed Feb 23 09:40:26 2022,0,75.58,0,0.68,7.35,9.25,4.61,26.77,20,20
Wed Feb 23 09:41:26 2022,0,76.56,0,0.7,7.37,9.24,3.62,26.8,20,20
Wed Feb 23 09:42:26 2022,0,73.5,0,0.69,7.37,9.24,4.62,26.76,20,20
Wed Feb 23 09:43:26 2022,0,76.61,0,0.7,7.32,9.24,4.61,26.8,20,20
Wed Feb 23 09:44:26 2022,0,76.57,0,0.72,7.3,9.25,4.62,26.75,20,20
Wed Feb 23 09:45:26 2022,0,74.18,0,0.68,7.33,9.26,4.62,26.72,20,20
Wed Feb 23 09:46:26 2022,0,76.53,0,0.71,7.35,9.25,4.62,26.74,20,20
Wed Feb 23 09:47:26 2022,0,76.59,0,0.7,7.31,9.25,4.62,26.72,20,20
Wed Feb 23 09:48:26 2022,0,76.6,0,0.73,7.36,9.25,4.62,26.7,20,20
Wed Feb 23 09:49:26 2022,0,76.83,0,0.72,7.32,9.25,4.61,26.74,20,20
Wed Feb 23 09:50:26 2022,0,73.18,0,0.69,7.34,9.26,3.62,26.78,20,20
Wed Feb 23 09:51:26 2022,0,76.68,0,0.69,7.34,9.25,3.62,26.87,20,20
Wed Feb 23 09:52:26 2022,0,73.9,0,0.67,7.31,9.25,4.62,26.83,20,20
Wed Feb 23 09:53:26 2022,0,77.77,0,0.71,7.39,9.25,3.62,26.92,20,20
Wed Feb 23 09:54:26 2022,0,73.9,0,0.71,7.35,9.25,4.62,26.92,20,20
Wed Feb 23 09:55:26 2022,0,76.59,0,0.7,7.38,9.25,3.62,26.83,20,20
Wed Feb 23 09:56:26 2022,0,76.57,0,0.68,7.33,9.25,4.62,26.84,20,20
Wed Feb 23 09:57:26 2022,0,73.9,0,0.69,7.39,9.25,3.62,26.88,20,20
Wed Feb 23 09:58:26 2022,0,66.17,0,0.68,7.32,9.26,4.62,26.78,20,20
Wed Feb 23 09:59:26 2022,0,76.69,0,0.69,7.36,9.25,3.62,26.81,20,20
Wed Feb 23 10:00:26 2022,0,76.67,0,0.7,7.35,9.24,4.61,26.76,20,20
Wed Feb 23 10:01:26 2022,0,73.5,0,0.69,7.36,9.25,3.62,26.81,20,20
Wed Feb 23 10:02:26 2022,0,76.59,0,0.7,7.34,9.26,4.62,26.8,20,20
Wed Feb 23 10:03:26 2022,0,76.59,0,0.67,7.3,9.25,4.62,26.77,20,20
Wed Feb 23 10:04:26 2022,0,73.8,0,0.7,7.32,9.25,4.61,26.75,20,20
Wed Feb 23 10:05:26 2022,0,77.1,0,0.68,7.3,9.25,4.61,26.78,20,20
Wed Feb 23 10:06:26 2022,0,76.68,0,0.71,7.32,9.25,4.62,26.76,20,20
Wed Feb 23 10:07:26 2022,0,76.64,0,0.7,7.33,9.25,4.61,26.74,20,20
Wed Feb 23 10:08:26 2022,0,73.11,0,0.71,7.32,9.24,4.61,26.75,20,20
Wed Feb 23 10:09:26 2022,0,76.51,0,0.7,7.33,9.25,4.62,26.75,20,20
Wed Feb 23 10:10:26 2022,0,76.78,0,0.7,7.33,9.25,4.61,26.75,20,20
Wed Feb 23 10:11:26 2022,0,73.98,0,0.69,7.28,9.25,4.61,26.74,20,20
Wed Feb 23 10:12:26 2022,0,76.65,0,0.69,7.27,9.25,4.61,26.72,20,20
Wed Feb 23 10:13:26 2022,0,73.7,0,0.71,7.34,9.24,4.61,26.77,20,20
Wed Feb 23 10:14:26 2022,0,76.71,0,0.71,7.31,9.25,4.61,26.74,20,20
Wed Feb 23 10:15:26 2022,0,76.6,0,0.69,7.31,9.25,4.61,26.86,20,20
Wed Feb 23 10:16:26 2022,0,73.9,0,0.7,7.29,9.25,4.62,26.93,20,20
Wed Feb 23 10:17:26 2022,0,76.51,0,0.73,7.3,9.25,4.61,27.2,20,20
Wed Feb 23 10:18:26 2022,0,66.8,0,0.7,7.34,9.25,4.62,26.87,20,20
Wed Feb 23 10:19:26 2022,0,73.6,0,0.72,7.32,9.25,4.62,26.83,20,20
Wed Feb 23 10:20:26 2022,0,73.9,0,0.7,7.32,9.26,4.62,26.82,20,20
Wed Feb 23 10:21:26 2022,0,76.7,0,0.69,7.3,9.25,4.61,26.83,20,20
Wed Feb 23 10:22:26 2022,0,76.54,0,0.7,7.3,9.25,4.61,26.87,20,20
Wed Feb 23 10:23:26 2022,0,76.55,0,0.7,7.33,9.25,4.61,26.8,20,20
Wed Feb 23 10:24:26 2022,0,76.68,0,0.69,7.27,9.25,4.61,26.78,20,20
Wed Feb 23 10:25:26 2022,0,76.91,0,0.73,7.28,9.25,4.61,26.79,20,20
Wed Feb 23 10:26:26 2022,0,76.55,0,0.71,7.3,9.25,4.61,26.75,20,20
Wed Feb 23 10:27:26 2022,0,76.57,0,0.73,7.29,9.25,4.61,26.74,20,20
Wed Feb 23 10:28:26 2022,0,73.8,0,0.73,7.29,9.25,4.6,26.74,20,20
Wed Feb 23 10:29:26 2022,0,76.84,0,0.73,7.3,9.25,4.61,26.76,20,20
Wed Feb 23 10:30:26 2022,0,77.38,0,0.71,7.3,9.25,4.61,26.73,20,20
Wed Feb 23 10:31:26 2022,0,76.82,0,0.72,7.28,9.25,4.6,26.72,20,20
Wed Feb 23 10:32:26 2022,0,73.1,0,0.72,7.29,9.24,4.6,26.74,20,20
Wed Feb 23 10:33:26 2022,0,78.9,0,0.71,7.32,9.25,4.61,26.76,20,20
Wed Feb 23 10:34:26 2022,0,76.65,0,0.7,7.29,9.25,4.61,26.74,20,20
Wed Feb 23 10:35:26 2022,0,76.68,0,0.7,7.31,9.24,4.61,26.8,20,20
Wed Feb 23 10:36:26 2022,0,76.6,0,0.68,7.32,9.25,4.61,26.83,20,20
Wed Feb 23 10:37:26 2022,0,66.79,0,0.69,7.29,9.25,4.61,26.82,20,20
Wed Feb 23 10:38:26 2022,0,76.62,0,0.73,7.33,9.25,4.61,26.81,20,20
Wed Feb 23 10:39:26 2022,0,76.6,0,0.71,7.31,9.25,4.61,26.81,20,20
Wed Feb 23 10:40:26 2022,0,73.7,0,0.69,7.32,9.25,4.61,26.82,20,20
Wed Feb 23 10:41:26 2022,0,76.6,0,0.71,7.3,9.25,4.62,26.79,20,20
Wed Feb 23 10:42:26 2022,0,76.64,0,0.69,7.31,9.25,4.61,26.78,20,20
Wed Feb 23 10:43:26 2022,0,76.56,0,0.71,7.3,9.25,4.61,26.77,20,20
Wed Feb 23 10:44:26 2022,0,76.51,0,0.7,7.28,9.25,4.6,26.8,20,20
Wed Feb 23 10:45:26 2022,0,76.57,0,0.7,7.3,9.25,4.61,26.78,20,20
Wed Feb 23 10:46:26 2022,0,76.83,0,0.7,7.29,9.25,4.6,26.71,20,20
Wed Feb 23 10:47:26 2022,0,73.9,0,0.69,7.3,9.25,4.6,26.73,20,20
Wed Feb 23 10:48:26 2022,0,77.0,0,0.71,7.29,9.24,4.61,26.73,20,20
Wed Feb 23 10:49:26 2022,0,73.15,0,0.71,7.29,9.25,4.6,26.76,20,20
Wed Feb 23 10:50:26 2022,0,76.65,0,0.7,7.27,9.24,4.6,26.73,20,20
Wed Feb 23 10:51:26 2022,0,76.6,0,0.73,8.26,9.24,4.6,26.72,20,20
Wed Feb 23 10:52:26 2022,0,73.7,0,0.72,7.27,9.25,4.6,26.77,20,20
Wed Feb 23 10:53:26 2022,0,76.59,0,0.74,7.28,9.25,4.6,26.72,20,20
Wed Feb 23 10:54:26 2022,0,76.65,0,0.71,7.28,9.25,4.6,26.7,20,20
Wed Feb 23 10:55:26 2022,0,73.8,0,0.72,7.28,9.25,4.6,26.73,20,20
Wed Feb 23 10:56:26 2022,0,66.25,0,0.7,7.28,9.25,4.6,26.74,20,20
Wed Feb 23 10:57:26 2022,0,73.5,0,0.72,7.3,9.26,4.61,26.86,20,20
Wed Feb 23 10:58:26 2022,0,73.9,0,0.71,7.31,9.25,4.6,26.76,20,20
Wed Feb 23 10:59:26 2022,0,76.58,0,0.68,7.28,9.25,4.61,26.77,20,20
Wed Feb 23 11:00:26 2022,0,76.55,0,0.66,7.3,9.24,4.61,26.73,20,20
Wed Feb 23 11:01:26 2022,0,76.61,0,0.67,7.31,9.25,4.61,26.79,20,20
Wed Feb 23 11:02:26 2022,0,73.11,0,0.7,7.28,9.24,4.61,26.75,20,20
Wed Feb 23 11:03:26 2022,0,76.54,0,0.71,7.27,9.25,4.61,26.77,20,20
Wed Feb 23 11:04:26 2022,0,76.59,0,0.74,7.28,9.25,4.6,26.76,20,20
Wed Feb 23 11:05:26 2022,0,76.62,0,0.72,7.28,9.24,4.61,26.77,20,20
Wed Feb 23 11:06:26 2022,0,76.63,0,0.68,7.27,9.25,4.6,26.73,20,20
Wed Feb 23 11:07:26 2022,0,76.9,0,0.7,7.29,9.25,4.6,26.8,20,20
Wed Feb 23 11:08:26 2022,0,76.86,0,0.72,7.28,9.24,4.61,26.74,20,20
Wed Feb 23 11:09:26 2022,0,76.82,0,0.72,7.29,9.25,4.6,26.76,20,20
Wed Feb 23 11:10:26 2022,0,66.29,0,0.73,7.27,9.25,4.6,26.73,20,20
Wed Feb 23 11:11:26 2022,0,76.62,0,0.7,7.27,9.25,4.6,26.8,20,20
Wed Feb 23 11:12:26 2022,0,74.79,0,0.7,7.31,9.25,4.6,26.7,20,20
Wed Feb 23 11:13:26 2022,0,73.25,0,0.71,7.29,9.25,4.59,26.78,20,20
Wed Feb 23 11:14:26 2022,0,76.6,0,0.72,7.29,9.25,4.6,26.75,20,20
Wed Feb 23 11:15:26 2022,0,76.5,0,0.71,7.28,9.25,4.61,26.77,20,20
Wed Feb 23 11:16:26 2022,0,74.18,0,0.73,7.27,9.25,4.6,26.71,20,20
Wed Feb 23 11:17:26 2022,0,76.89,0,0.72,7.28,9.25,4.59,26.73,20,20
Wed Feb 23 11:18:26 2022,0,76.65,0,0.73,7.28,9.24,4.59,26.72,20,20
Wed Feb 23 11:19:26 2022,0,76.5,0,0.7,7.3,9.25,4.6,26.77,20,20
Wed Feb 23 11:20:26 2022,0,76.52,0,0.72,7.27,9.24,4.6,26.78,20,20
Wed Feb 23 11:21:26 2022,0,73.35,0,0.72,7.28,9.24,4.6,26.87,20,20
Wed Feb 23 11:22:26 2022,0,76.67,0,0.7,7.3,9.25,4.61,26.84,20,20
Wed Feb 23 11:23:26 2022,0,76.63,0,0.71,7.28,9.25,4.6,26.78,20,20
Wed Feb 23 11:24:26 2022,0,76.61,0,0.72,7.28,9.26,4.6,26.74,20,20
Wed Feb 23 11:25:26 2022,0,76.51,0,0.72,7.28,9.25,4.6,26.76,20,20
Wed Feb 23 11:26:26 2022,0,76.57,0,0.71,7.27,9.25,4.61,26.75,20,20
Wed Feb 23 11:27:26 2022,0,76.6,0,0.72,7.29,9.25,4.61,26.77,20,20
Wed Feb 23 11:28:26 2022,0,76.68,0,0.7,7.29,9.25,4.6,26.75,20,20
Wed Feb 23 11:29:26 2022,0,76.94,0,0.72,7.27,9.25,4.6,26.78,20,20
Wed Feb 23 11:30:26 2022,0,76.61,0,0.7,7.29,9.25,4.59,26.72,20,20
Wed Feb 23 11:31:26 2022,0,77.36,0,0.71,7.27,9.24,4.6,26.77,20,20
Wed Feb 23 11:32:26 2022,0,76.53,0,0.73,7.26,9.25,4.6,26.74,20,20
Wed Feb 23 11:33:26 2022,0,73.7,0,0.71,7.31,9.26,4.6,26.73,20,20
Wed Feb 23 11:34:26 2022,0,73.4,0,0.69,7.28,9.25,4.6,26.71,20,20
Wed Feb 23 11:35:26 2022,0,73.8,0,0.72,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 11:36:26 2022,0,76.61,0,0.73,7.28,9.25,4.6,26.74,20,20
Wed Feb 23 11:37:26 2022,0,74.17,0,0.7,7.29,9.25,4.59,26.73,20,20
Wed Feb 23 11:38:26 2022,0,76.72,0,0.7,7.27,9.25,4.59,26.72,20,20
Wed Feb 23 11:39:26 2022,0,77.56,0,0.71,7.29,9.25,4.6,26.78,20,20
Wed Feb 23 11:40:26 2022,0,76.65,0,0.73,7.3,9.24,4.6,26.83,20,20
Wed Feb 23 11:41:26 2022,0,73.1,0,0.7,7.27,9.25,4.61,26.87,20,20
Wed Feb 23 11:42:26 2022,0,76.61,0,0.69,7.3,9.25,4.61,27.7,20,20
Wed Feb 23 11:43:26 2022,0,76.76,0,0.69,7.29,9.25,4.6,27.1,20,20
Wed Feb 23 11:44:26 2022,0,76.92,0,0.72,7.26,9.26,4.61,26.91,20,20
Wed Feb 23 11:45:26 2022,0,73.5,0,0.69,7.27,9.25,4.61,26.95,20,20
Wed Feb 23 11:46:26 2022,0,66.24,0,0.7,7.31,9.25,4.6,26.88,20,20
Wed Feb 23 11:47:26 2022,0,76.6,0,0.72,7.3,9.25,4.6,26.87,20,20
Wed Feb 23 11:48:26 2022,0,76.55,0,0.69,7.32,9.26,4.61,26.85,20,20
Wed Feb 23 11:49:26 2022,0,73.6,0,0.68,7.29,9.25,4.6,26.83,20,20
Wed Feb 23 11:50:26 2022,0,76.7,0,0.66,7.29,9.25,4.61,26.85,20,20
Wed Feb 23 11:51:26 2022,0,73.9,0,0.67,7.33,9.25,4.61,26.85,20,20
Wed Feb 23 11:52:26 2022,0,76.64,0,0.72,7.27,9.25,4.6,26.83,20,20
Wed Feb 23 11:53:26 2022,0,76.93,0,0.72,7.29,9.25,4.6,26.77,20,20
Wed Feb 23 11:54:26 2022,0,76.59,0,0.71,7.26,9.25,4.59,26.79,20,20
Wed Feb 23 11:55:26 2022,0,78.0,0,0.72,7.27,9.25,4.61,26.76,20,20
Wed Feb 23 11:56:26 2022,0,76.63,0,1.71,7.28,9.25,4.6,26.73,20,20
Wed Feb 23 11:57:26 2022,0,76.6,0,0.72,7.28,9.25,4.6,26.75,20,20
Wed Feb 23 11:58:26 2022,0,76.6,0,0.71,7.27,9.25,4.6,26.71,20,20
Wed Feb 23 11:59:26 2022,0,76.51,0,0.73,7.28,9.25,4.59,26.73,20,20
Wed Feb 23 12:00:26 2022,0,76.66,0,0.71,7.27,9.25,4.6,26.74,20,20
Wed Feb 23 12:01:26 2022,0,73.3,0,0.72,8.26,9.25,4.59,26.74,20,20
Wed Feb 23 12:02:26 2022,0,76.83,0,0.72,7.27,9.25,4.6,26.71,20,20
Wed Feb 23 12:03:26 2022,0,76.76,0,1.72,7.29,9.24,4.59,26.72,20,20
Wed Feb 23 12:04:26 2022,0,74.21,0,0.73,7.28,9.25,4.59,26.71,20,20
Wed Feb 23 12:05:26 2022,0,73.9,0,0.72,7.27,9.25,4.59,26.68,20,20
Wed Feb 23 12:06:26 2022,0,76.6,0,0.71,7.26,9.25,4.59,26.68,20,20
Wed Feb 23 12:07:26 2022,0,76.61,0,0.73,7.27,9.24,4.59,26.68,20,20
Wed Feb 23 12:08:26 2022,0,73.9,0,1.74,7.27,9.24,4.57,26.67,20,20
Wed Feb 23 12:09:26 2022,0,76.78,0,1.71,7.28,9.24,4.59,26.7,20,20
Wed Feb 23 12:10:26 2022,0,76.56,0,0.74,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 12:11:26 2022,0,76.52,0,0.71,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 12:12:26 2022,0,76.51,0,0.73,7.26,9.24,4.58,26.69,20,20
Wed Feb 23 12:13:26 2022,0,76.52,0,1.73,7.27,9.25,4.59,26.71,20,20
