Datetime,Fan_Status,Humidity_Status,Light_Status,Moisture_Status0,Moisture_Status1,Moisture_Status2,Moisture_Status3,RoomTemp_Status,WG1_Set,WG2_Set
Wed Feb 23 12:14:26 2022,0,76.57,0,0.73,7.27,9.25,4.6,26.69,20,20
Wed Feb 23 12:15:26 2022,0,76.59,0,0.73,7.27,9.24,4.6,26.7,20,20
Wed Feb 23 12:16:26 2022,0,73.39,0,0.73,8.26,9.25,4.59,26.69,20,20
Wed Feb 23 12:17:26 2022,0,66.25,0,0.73,8.26,9.24,4.59,26.68,20,20
Wed Feb 23 12:18:26 2022,0,75.65,0,0.74,7.27,9.25,4.59,26.68,20,20
Wed Feb 23 12:19:26 2022,0,76.61,0,0.73,7.27,9.25,4.58,26.68,20,20
Wed Feb 23 12:20:26 2022,0,76.58,0,0.72,7.26,9.24,4.59,26.68,20,20
Wed Feb 23 12:21:26 2022,0,76.6,0,0.73,7.28,9.24,4.59,26.66,20,20
Wed Feb 23 12:22:26 2022,0,73.67,0,1.74,7.28,9.25,4.59,26.67,20,20
Wed Feb 23 12:23:26 2022,0,76.6,0,0.73,7.28,9.24,4.58,26.65,20,20
Wed Feb 23 12:24:26 2022,0,74.88,0,0.72,8.27,9.24,4.58,26.63,20,20
Wed Feb 23 12:25:26 2022,0,76.64,0,1.73,7.28,9.24,4.58,26.62,20,20
Wed Feb 23 12:26:26 2022,0,73.9,0,0.74,7.29,9.24,4.58,26.65,20,20
Wed Feb 23 12:27:26 2022,0,73.8,0,0.73,7.28,9.24,4.58,26.67,20,20
Wed Feb 23 12:28:26 2022,0,76.51,0,1.74,7.27,9.23,4.59,26.68,20,20
Wed Feb 23 12:29:26 2022,0,77.2,0,0.74,7.27,9.24,4.59,26.69,20,20
Wed Feb 23 12:30:26 2022,0,73.9,0,0.72,7.28,9.24,4.59,26.69,20,20
Wed Feb 23 12:31:26 2022,0,73.5,0,0.74,7.27,9.24,4.59,26.68,20,20
Wed Feb 23 12:32:26 2022,0,73.9,0,0.74,7.28,9.23,4.58,26.69,20,20
Wed Feb 23 12:33:26 2022,0,73.8,0,0.72,7.28,9.24,4.58,26.7,20,20
Wed Feb 23 12:34:26 2022,0,77.48,0,0.73,7.27,9.24,4.58,26.7,20,20
Wed Feb 23 12:35:26 2022,0,73.78,0,1.73,7.27,9.24,4.58,26.67,20,20
Wed Feb 23 12:36:26 2022,0,76.52,0,0.74,7.28,9.24,4.58,26.68,20,20
Wed Feb 23 12:37:26 2022,0,76.56,0,0.72,7.28,9.23,4.58,26.67,20,20
Wed Feb 23 12:38:26 2022,0,76.55,0,0.73,7.28,9.24,4.57,26.66,20,20
Wed Feb 23 12:39:26 2022,0,76.51,0,0.73,7.28,9.23,4.57,26.65,20,20
Wed Feb 23 12:40:26 2022,0,76.5,0,0.73,7.28,9.25,4.57,26.65,20,20
Wed Feb 23 12:41:26 2022,0,76.54,0,0.74,7.28,9.23,4.57,26.65,20,20
Wed Feb 23 12:42:26 2022,0,73.7,0,0.73,7.28,9.24,4.57,26.66,20,20
Wed Feb 23 12:43:26 2022,0,76.59,0,0.73,7.28,9.25,4.58,26.66,20,20
Wed Feb 23 12:44:26 2022,0,77.29,0,0.71,7.28,9.24,4.59,26.69,20,20
Wed Feb 23 12:45:26 2022,0,76.62,0,0.73,8.27,9.24,4.57,26.68,20,20
Wed Feb 23 12:46:26 2022,0,73.1,0,0.72,7.27,9.23,4.58,26.67,20,20
Wed Feb 23 12:47:26 2022,0,76.64,0,0.73,7.28,9.23,4.58,26.69,20,20
Wed Feb 23 12:48:26 2022,0,76.6,0,0.73,7.27,9.23,4.58,26.68,20,20
Wed Feb 23 12:49:26 2022,0,76.57,0,0.71,7.27,9.23,4.58,26.67,20,20
Wed Feb 23 12:50:26 2022,0,76.73,0,0.73,8.26,9.23,4.58,26.68,20,20
Wed Feb 23 12:51:26 2022,0,76.57,0,0.73,7.28,9.23,4.58,26.65,20,20
Wed Feb 23 12:52:26 2022,0,76.6,0,0.73,7.27,9.23,4.58,26.66,20,20
Wed Feb 23 12:53:26 2022,0,73.8,0,0.73,7.27,9.23,4.58,26.65,20,20
Wed Feb 23 12:54:26 2022,0,76.64,0,0.73,7.27,9.24,4.58,26.64,20,20
Wed Feb 23 12:55:26 2022,0,76.6,0,0.74,7.28,9.23,4.58,26.65,20,20
Wed Feb 23 12:56:26 2022,0,76.56,0,0.74,7.27,9.23,4.57,26.65,20,20
Wed Feb 23 12:57:26 2022,0,73.95,0,0.73,7.28,9.23,4.58,26.66,20,20
Wed Feb 23 12:58:26 2022,0,74.83,0,0.72,7.27,9.24,4.58,26.68,20,20
Wed Feb 23 12:59:26 2022,0,76.56,0,0.72,7.28,9.24,4.59,26.71,20,20
Wed Feb 23 13:00:26 2022,0,76.53,0,0.72,8.27,9.24,4.59,26.7,20,20
Wed Feb 23 13:01:26 2022,0,76.72,0,0.72,7.28,9.24,4.59,26.68,20,20
Wed Feb 23 13:02:26 2022,0,76.61,0,0.74,8.26,9.24,4.59,26.72,20,20
Wed Feb 23 13:03:26 2022,0,76.65,0,0.73,7.27,9.24,4.58,26.71,20,20
Wed Feb 23 13:04:26 2022,0,76.93,0,0.72,7.27,9.24,4.58,26.66,20,20
Wed Feb 23 13:05:26 2022,0,73.6,0,0.71,7.27,9.24,4.58,26.66,20,20
Wed Feb 23 13:06:26 2022,0,73.5,0,0.74,7.27,9.24,4.58,26.69,20,20
Wed Feb 23 13:07:26 2022,0,76.85,0,0.73,8.26,9.24,4.59,26.71,20,20
Wed Feb 23 13:08:27 2022,0,73.77,0,0.74,7.27,9.24,4.58,26.69,20,20
Wed Feb 23 13:09:27 2022,0,74.17,0,0.72,7.28,9.24,4.58,26.65,20,20
Wed Feb 23 13:10:27 2022,0,76.58,0,1.73,7.27,9.25,4.57,26.66,20,20
Wed Feb 23 13:11:27 2022,0,76.65,0,0.73,7.27,9.24,4.57,26.66,20,20
Wed Feb 23 13:12:27 2022,0,73.8,0,0.73,7.27,9.24,4.58,26.66,20,20
Wed Feb 23 13:13:27 2022,0,76.51,0,0.74,7.27,9.24,4.59,26.66,20,20
Wed Feb 23 13:14:27 2022,0,76.85,0,1.73,7.27,9.24,4.58,26.67,20,20
Wed Feb 23 13:15:27 2022,0,76.75,0,0.72,7.27,9.24,4.59,26.73,20,20
Wed Feb 23 13:16:27 2022,0,76.79,0,0.73,8.26,9.24,4.58,26.75,20,20
Wed Feb 23 13:17:27 2022,0,76.53,0,0.74,7.27,9.24,4.59,26.73,20,20
Wed Feb 23 13:18:27 2022,0,76.82,0,0.72,7.27,9.24,4.6,26.73,20,20
Wed Feb 23 13:19:27 2022,0,76.51,0,0.73,7.28,9.24,4.59,26.75,20,20
Wed Feb 23 13:20:27 2022,0,76.6,0,1.71,8.26,9.24,4.58,26.7,20,20
Wed Feb 23 13:21:27 2022,0,73.6,0,1.71,8.26,9.24,4.59,26.71,20,20
Wed Feb 23 13:22:27 2022,0,76.61,0,0.74,8.26,9.24,4.59,26.72,20,20
Wed Feb 23 13:23:27 2022,0,73.2,0,0.71,8.26,9.24,4.57,26.71,20,20
Wed Feb 23 13:24:27 2022,0,76.57,0,0.72,7.28,9.24,4.58,26.72,20,20
Wed Feb 23 13:25:27 2022,0,73.99,0,1.73,8.26,9.24,4.58,26.72,20,20
Wed Feb 23 13:26:27 2022,0,73.7,0,0.73,7.28,9.24,4.58,26.7,20,20
Wed Feb 23 13:27:27 2022,0,76.51,0,0.73,7.27,9.24,4.58,26.67,20,20
Wed Feb 23 13:28:27 2022,0,76.77,0,0.74,7.27,9.24,4.58,26.69,20,20
Wed Feb 23 13:29:27 2022,0,76.57,0,0.71,7.27,9.25,4.58,26.68,20,20
Wed Feb 23 13:30:27 2022,0,73.6,0,0.74,7.27,9.24,4.58,26.69,20,20
Wed Feb 23 13:31:27 2022,0,76.58,0,1.73,7.27,9.24,4.57,26.69,20,20
Wed Feb 23 13:32:27 2022,0,76.59,0,0.71,8.26,9.24,4.57,26.68,20,20
Wed Feb 23 13:33:27 2022,0,76.6,0,0.72,7.27,9.24,4.58,26.68,20,20
Wed Feb 23 13:34:27 2022,0,74.18,0,0.72,7.28,9.24,4.59,26.69,20,20
Wed Feb 23 13:35:27 2022,0,73.9,0,0.72,7.27,9.24,4.58,26.71,20,20
Wed Feb 23 13:36:27 2022,0,73.7,0,0.72,8.26,9.24,4.59,26.71,20,20
Wed Feb 23 13:37:27 2022,0,76.61,0,0.71,8.27,9.24,4.57,26.73,20,20
Wed Feb 23 13:38:27 2022,0,76.6,0,0.72,8.26,9.24,4.58,26.74,20,20
Wed Feb 23 13:39:27 2022,0,76.86,0,0.71,7.28,9.23,4.61,26.72,20,20
Wed Feb 23 13:40:27 2022,0,76.69,0,0.73,7.27,9.24,4.6,26.7,20,20
Wed Feb 23 13:41:27 2022,0,73.8,0,0.72,7.27,9.25,4.58,26.75,20,20
Wed Feb 23 13:42:27 2022,0,73.89,0,0.71,7.28,9.24,4.58,26.72,20,20
Wed Feb 23 13:43:27 2022,0,76.58,0,1.71,7.27,9.24,4.58,26.74,20,20
Wed Feb 23 13:44:27 2022,0,73.9,0,0.71,7.29,9.24,4.59,26.71,20,20
Wed Feb 23 13:45:27 2022,0,76.65,0,0.7,8.27,9.24,4.57,26.7,20,20
Wed Feb 23 13:46:27 2022,0,76.6,0,0.73,7.27,9.24,4.58,26.7,20,20
Wed Feb 23 13:47:27 2022,0,76.54,0,0.72,8.27,9.24,4.58,26.69,20,20
Wed Feb 23 13:48:27 2022,0,76.51,0,0.73,7.27,9.24,4.58,26.71,20,20
Wed Feb 23 13:49:27 2022,0,75.7,0,0.71,7.27,9.23,4.58,26.7,20,20
Wed Feb 23 13:50:27 2022,0,73.12,0,0.73,8.26,9.24,4.58,26.67,20,20
Wed Feb 23 13:51:27 2022,0,77.11,0,0.72,7.28,9.24,4.59,26.71,20,20
Wed Feb 23 13:52:27 2022,0,76.59,0,1.73,7.28,9.24,4.57,26.69,20,20
Wed Feb 23 13:53:27 2022,0,73.82,0,0.72,8.27,9.24,4.58,26.7,20,20
Wed Feb 23 13:54:27 2022,0,76.57,0,0.72,7.29,9.25,4.59,26.71,20,20
Wed Feb 23 13:55:27 2022,0,76.73,0,0.72,7.28,9.23,4.58,26.78,20,20
Wed Feb 23 13:56:27 2022,0,76.6,0,0.7,7.28,9.24,4.58,26.73,20,20
Wed Feb 23 13:57:27 2022,0,76.53,0,0.69,7.29,9.24,4.59,26.77,20,20
Wed Feb 23 13:58:27 2022,0,76.77,0,0.73,7.27,9.25,4.59,26.79,20,20
Wed Feb 23 13:59:27 2022,0,73.7,0,0.71,7.27,9.25,4.6,26.77,20,20
Wed Feb 23 14:00:27 2022,0,73.43,0,0.7,7.27,9.24,4.59,26.77,20,20
Wed Feb 23 14:01:27 2022,0,76.86,0,0.73,8.26,9.24,4.58,26.79,20,20
Wed Feb 23 14:02:27 2022,0,74.26,0,0.73,7.29,9.24,4.58,26.76,20,20
Wed Feb 23 14:03:27 2022,0,76.57,0,0.72,7.28,9.24,4.58,26.72,20,20
Wed Feb 23 14:04:27 2022,0,76.89,0,0.7,7.28,9.24,4.58,26.79,20,20
Wed Feb 23 14:05:27 2022,0,76.54,0,0.73,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 14:06:27 2022,0,76.93,0,0.73,7.29,9.24,4.59,26.72,20,20
Wed Feb 23 14:07:27 2022,0,73.4,0,0.72,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 14:08:27 2022,0,76.5,0,0.72,7.27,9.24,4.58,26.75,20,20
Wed Feb 23 14:09:27 2022,0,77.27,0,0.72,8.27,9.24,4.59,26.74,20,20
Wed Feb 23 14:10:27 2022,0,73.5,0,0.72,7.28,9.23,4.57,26.72,20,20
Wed Feb 23 14:11:27 2022,0,76.69,0,0.73,8.26,9.24,4.59,26.71,20,20
Wed Feb 23 14:12:27 2022,0,73.12,0,0.72,7.27,9.24,4.59,26.72,20,20
Wed Feb 23 14:13:27 2022,0,76.69,0,0.7,7.27,9.24,4.6,26.67,20,20
Wed Feb 23 14:14:27 2022,0,76.58,0,0.72,7.28,9.24,4.58,26.67,20,20
Wed Feb 23 14:15:27 2022,0,76.96,0,0.72,7.28,9.23,4.58,26.7,20,20
Wed Feb 23 14:16:27 2022,0,76.61,0,0.74,7.28,9.23,4.58,26.67,20,20
Wed Feb 23 14:17:27 2022,0,77.27,0,0.72,7.3,9.23,4.59,26.67,20,20
Wed Feb 23 14:18:27 2022,0,76.52,0,0.72,7.28,9.24,4.58,26.68,20,20
Wed Feb 23 14:19:27 2022,0,73.8,0,0.73,7.27,9.24,4.58,26.67,20,20
Wed Feb 23 14:20:27 2022,0,73.6,0,0.71,7.27,9.24,4.59,26.68,20,20
Wed Feb 23 14:21:27 2022,0,76.52,0,0.7,7.28,9.24,4.59,26.72,20,20
Wed Feb 23 14:22:27 2022,0,73.9,0,0.72,8.27,9.24,4.6,26.73,20,20
Wed Feb 23 14:23:27 2022,0,77.1,0,0.71,7.27,9.24,4.6,26.79,20,20
Wed Feb 23 14:24:27 2022,0,76.59,0,0.71,7.27,9.24,4.6,26.81,20,20
Wed Feb 23 14:25:27 2022,0,76.89,0,0.72,7.28,9.25,4.6,26.81,20,20
Wed Feb 23 14:26:27 2022,0,76.51,0,0.72,7.29,9.24,4.59,26.8,20,20
Wed Feb 23 14:27:27 2022,0,73.38,0,0.72,8.27,9.24,4.58,26.76,20,20
Wed Feb 23 14:28:27 2022,0,76.98,0,0.7,7.28,9.24,4.59,26.81,20,20
Wed Feb 23 14:29:27 2022,0,76.69,0,0.71,7.27,9.24,4.59,26.72,20,20
Wed Feb 23 14:30:27 2022,0,73.3,0,0.72,7.27,9.25,4.59,26.76,20,20
Wed Feb 23 14:31:27 2022,0,76.61,0,0.71,7.3,9.24,4.59,26.73,20,20
Wed Feb 23 14:32:27 2022,0,73.9,0,0.7,7.27,9.24,4.59,26.78,20,20
Wed Feb 23 14:33:27 2022,0,76.59,0,0.74,7.28,9.25,4.59,26.73,20,20
Wed Feb 23 14:34:27 2022,0,76.52,0,0.71,7.27,9.24,4.59,26.71,20,20
Wed Feb 23 14:35:27 2022,0,73.13,0,0.72,7.28,9.25,4.59,26.74,20,20
Wed Feb 23 14:36:27 2022,0,76.64,0,0.71,8.27,9.24,4.58,26.71,20,20
Wed Feb 23 14:37:27 2022,0,73.14,0,0.73,7.28,9.24,4.59,26.72,20,20
Wed Feb 23 14:38:27 2022,0,76.67,0,0.74,7.29,9.24,4.58,26.71,20,20
Wed Feb 23 14:39:27 2022,0,66.24,0,0.7,7.28,9.24,4.58,26.74,20,20
Wed Feb 23 14:40:27 2022,0,76.67,0,0.73,7.28,9.24,4.58,26.69,20,20
Wed Feb 23 14:41:27 2022,0,76.79,0,1.7,7.27,9.24,4.58,26.7,20,20
Wed Feb 23 14:42:27 2022,0,76.55,0,0.71,7.27,9.24,4.59,26.7,20,20
Wed Feb 23 14:43:27 2022,0,73.13,0,0.72,7.28,9.23,4.58,26.71,20,20
Wed Feb 23 14:44:27 2022,0,77.52,0,0.73,7.29,9.24,4.58,26.68,20,20
Wed Feb 23 14:45:27 2022,0,76.51,0,0.68,7.28,9.24,4.58,26.69,20,20
Wed Feb 23 14:46:27 2022,0,76.6,0,0.73,7.28,9.23,4.59,26.68,20,20
Wed Feb 23 14:47:27 2022,0,73.3,0,0.72,7.27,9.23,4.59,26.68,20,20
Wed Feb 23 14:48:27 2022,0,73.9,0,0.73,7.27,9.24,4.58,26.72,20,20
Wed Feb 23 14:49:27 2022,0,76.5,0,0.71,7.3,9.23,4.57,26.69,20,20
Wed Feb 23 14:50:27 2022,0,76.68,0,0.74,7.27,9.25,4.59,26.68,20,20
Wed Feb 23 14:51:27 2022,0,76.73,0,0.7,7.28,9.24,4.6,26.7,20,20
Wed Feb 23 14:52:27 2022,0,76.89,0,0.73,7.27,9.24,4.6,26.7,20,20
Wed Feb 23 14:53:27 2022,0,76.75,0,0.66,7.31,9.24,4.61,26.87,20,20
Wed Feb 23 14:54:27 2022,0,76.6,0,0.7,7.27,9.24,4.6,26.75,20,20
Wed Feb 23 14:55:27 2022,0,76.56,0,0.69,7.28,9.23,4.61,26.78,20,20
Wed Feb 23 14:56:27 2022,0,76.56,0,0.7,7.27,9.24,4.6,26.79,20,20
Wed Feb 23 14:57:27 2022,0,76.58,0,0.71,7.28,9.23,4.59,26.79,20,20
Wed Feb 23 14:58:27 2022,0,73.5,0,0.68,7.31,9.23,4.6,26.8,20,20
Wed Feb 23 14:59:27 2022,0,75.31,0,0.7,7.27,9.23,4.6,26.78,20,20
Wed Feb 23 15:00:27 2022,0,73.43,0,0.7,7.29,9.24,4.6,26.81,20,20
Wed Feb 23 15:01:27 2022,0,76.56,0,0.7,7.28,9.24,4.6,26.85,20,20
Wed Feb 23 15:02:27 2022,0,78.9,0,0.71,7.28,9.23,4.6,26.78,20,20
Wed Feb 23 15:03:27 2022,0,76.52,0,0.67,7.31,9.23,4.6,26.77,20,20
Wed Feb 23 15:04:27 2022,0,76.85,0,0.7,7.27,9.24,4.6,26.79,20,20
Wed Feb 23 15:05:27 2022,0,76.63,0,0.72,7.27,9.24,4.6,26.71,20,20
Wed Feb 23 15:06:27 2022,0,76.6,0,0.73,7.3,9.24,4.6,26.78,20,20
Wed Feb 23 15:07:27 2022,0,73.36,0,0.69,7.29,9.23,4.59,26.8,20,20
Wed Feb 23 15:08:27 2022,0,73.9,0,0.71,7.3,9.24,4.59,26.79,20,20
Wed Feb 23 15:09:27 2022,0,76.6,0,0.69,7.28,9.24,4.6,26.77,20,20
Wed Feb 23 15:10:27 2022,0,76.6,0,0.72,7.28,9.24,4.6,26.79,20,20
Wed Feb 23 15:11:27 2022,0,76.54,0,0.73,7.28,9.24,4.59,26.76,20,20
Wed Feb 23 15:12:27 2022,0,73.9,0,0.71,7.31,9.24,4.59,26.72,20,20
Wed Feb 23 15:13:27 2022,0,73.9,0,0.69,7.31,9.23,4.59,26.7,20,20
Wed Feb 23 15:14:27 2022,0,73.6,0,0.7,7.28,9.23,4.59,26.71,20,20
Wed Feb 23 15:15:27 2022,0,76.51,0,0.73,7.31,9.23,4.6,26.68,20,20
Wed Feb 23 15:16:27 2022,0,76.72,0,0.7,7.29,9.23,4.58,26.69,20,20
Wed Feb 23 15:17:27 2022,0,76.77,0,0.68,7.29,9.23,4.59,26.68,20,20
Wed Feb 23 15:18:27 2022,0,76.65,0,0.71,7.28,9.23,4.59,26.69,20,20
Wed Feb 23 15:19:27 2022,0,76.52,0,0.68,7.28,9.23,4.59,26.69,20,20
Wed Feb 23 15:20:27 2022,0,76.54,0,0.7,7.3,9.23,4.59,26.67,20,20
Wed Feb 23 15:21:27 2022,0,73.99,0,0.72,7.28,9.24,4.6,26.71,20,20
Wed Feb 23 15:22:27 2022,0,76.61,0,0.7,7.27,9.23,4.58,26.68,20,20
Wed Feb 23 15:23:27 2022,0,73.3,0,0.7,7.27,9.23,4.59,26.66,20,20
Wed Feb 23 15:24:27 2022,0,76.54,0,0.72,7.29,9.24,4.59,26.66,20,20
Wed Feb 23 15:25:27 2022,0,76.6,0,0.73,7.28,9.23,4.59,26.67,20,20
Wed Feb 23 15:26:27 2022,0,73.5,0,0.71,7.27,9.24,4.59,26.67,20,20
Wed Feb 23 15:27:27 2022,0,76.52,0,0.73,7.27,9.24,4.59,26.67,20,20
Wed Feb 23 15:28:27 2022,0,73.11,0,0.74,7.28,9.24,4.58,26.67,20,20
Wed Feb 23 15:29:27 2022,0,76.65,0,0.7,7.3,9.23,4.59,26.65,20,20
Wed Feb 23 15:30:27 2022,0,73.3,0,0.71,7.28,9.24,4.59,26.66,20,20
Wed Feb 23 15:31:27 2022,0,76.61,0,1.71,7.29,9.24,4.59,26.65,20,20
Wed Feb 23 15:32:27 2022,0,76.57,0,0.72,7.3,9.23,4.59,26.65,20,20
Wed Feb 23 15:33:27 2022,0,73.63,0,0.72,7.29,9.23,4.59,26.68,20,20
Wed Feb 23 15:34:27 2022,0,76.71,0,0.69,7.28,9.23,4.58,26.73,20,20
Wed Feb 23 15:35:27 2022,0,76.84,0,0.72,7.29,9.23,4.59,26.73,20,20
Wed Feb 23 15:36:27 2022,0,76.55,0,0.7,7.28,9.24,4.59,26.79,20,20
Wed Feb 23 15:37:27 2022,0,76.86,0,0.69,7.28,9.23,4.59,26.77,20,20
Wed Feb 23 15:38:27 2022,0,73.4,0,0.72,7.27,9.23,4.59,26.73,20,20
Wed Feb 23 15:39:27 2022,0,73.5,0,0.72,8.26,9.23,4.58,26.76,20,20
Wed Feb 23 15:40:27 2022,0,75.45,0,0.7,7.29,9.24,4.59,26.75,20,20
Wed Feb 23 15:41:27 2022,0,76.59,0,0.68,7.29,9.24,4.59,26.7,20,20
Wed Feb 23 15:42:27 2022,0,76.55,0,0.68,7.28,9.24,4.58,26.74,20,20
Wed Feb 23 15:43:27 2022,0,76.69,0,0.7,7.3,9.23,4.59,26.74,20,20
Wed Feb 23 15:44:27 2022,0,76.52,0,0.72,7.29,9.24,4.59,26.7,20,20
Wed Feb 23 15:45:27 2022,0,76.55,0,0.71,7.27,9.24,4.58,26.72,20,20
Wed Feb 23 15:46:27 2022,0,76.5,0,0.7,7.29,9.24,4.59,26.73,20,20
Wed Feb 23 15:47:27 2022,0,76.57,0,0.71,7.27,9.24,4.58,26.7,20,20
Wed Feb 23 15:48:33 2022,0,76.6,0,0.73,7.3,9.23,4.59,26.71,20,20
Wed Feb 23 15:49:33 2022,0,76.55,0,0.72,7.3,9.23,4.58,26.73,20,20
Wed Feb 23 15:50:33 2022,0,76.69,0,0.73,7.28,9.23,4.59,26.69,20,20
Wed Feb 23 15:51:33 2022,0,76.57,0,0.67,7.29,9.23,4.57,26.72,20,20
Wed Feb 23 15:52:33 2022,0,73.7,0,0.72,7.27,9.24,4.59,26.66,20,20
Wed Feb 23 15:53:33 2022,0,73.12,0,1.72,7.28,9.23,4.57,26.67,20,20
Wed Feb 23 15:54:33 2022,0,73.6,0,0.74,7.28,9.24,4.58,26.7,20,20
Wed Feb 23 15:55:33 2022,0,76.6,0,1.73,8.27,9.23,4.57,26.68,20,20
Wed Feb 23 15:56:33 2022,0,73.62,0,0.73,8.27,9.23,4.58,26.69,20,20
Wed Feb 23 15:57:33 2022,0,73.95,0,0.73,7.27,9.23,4.58,26.71,20,20
Wed Feb 23 15:58:33 2022,0,73.6,0,1.73,7.27,9.24,4.58,26.69,20,20
Wed Feb 23 15:59:33 2022,0,73.18,0,1.73,7.28,9.24,4.58,26.69,20,20
Wed Feb 23 16:00:33 2022,0,76.53,0,0.71,8.27,9.24,4.58,26.68,20,20
Wed Feb 23 16:01:33 2022,0,76.57,0,1.74,7.28,9.23,3.63,26.75,20,20
Wed Feb 23 16:02:33 2022,0,73.15,0,0.75,7.27,9.22,3.63,26.7,20,20
Wed Feb 23 16:03:33 2022,0,74.34,0,1.74,7.28,9.22,3.63,26.7,20,20
Wed Feb 23 16:04:33 2022,0,73.12,0,1.75,8.27,9.22,3.63,26.69,20,20
Wed Feb 23 16:05:33 2022,0,76.51,0,0.75,8.27,9.21,3.64,26.74,20,20
Wed Feb 23 16:06:33 2022,0,76.57,0,1.75,7.28,9.21,3.62,26.74,20,20
Wed Feb 23 16:07:33 2022,0,76.64,0,0.75,7.28,9.22,3.64,26.8,20,20
Wed Feb 23 16:08:33 2022,0,73.7,0,0.74,8.27,9.22,3.64,26.83,20,20
Wed Feb 23 16:09:33 2022,0,73.8,0,1.73,7.28,9.22,3.64,26.79,20,20
Wed Feb 23 16:10:33 2022,0,76.65,0,1.74,8.27,9.22,3.64,26.75,20,20
Wed Feb 23 16:11:33 2022,0,76.65,0,0.75,8.27,9.21,3.64,26.76,20,20
Wed Feb 23 16:12:33 2022,0,73.6,0,1.74,8.27,9.21,3.64,26.75,20,20
Wed Feb 23 16:13:33 2022,0,76.64,0,1.74,8.27,9.22,3.64,26.73,20,20
Wed Feb 23 16:14:33 2022,0,76.65,0,1.75,8.27,9.22,3.63,26.7,20,20
Wed Feb 23 16:15:33 2022,0,73.9,0,1.74,7.28,9.22,3.63,26.71,20,20
Wed Feb 23 16:16:33 2022,0,76.64,0,1.73,7.28,9.23,3.64,26.7,20,20
Wed Feb 23 16:17:33 2022,0,73.43,0,1.74,8.26,9.22,3.63,26.68,20,20
Wed Feb 23 16:18:33 2022,0,76.83,0,1.75,8.27,9.21,3.63,26.72,20,20
Wed Feb 23 16:19:33 2022,0,76.56,0,0.75,8.27,9.22,3.63,26.71,20,20
Wed Feb 23 16:20:33 2022,0,76.53,0,1.75,8.27,9.22,3.63,26.7,20,20
Wed Feb 23 16:21:33 2022,0,74.4,0,1.75,7.28,9.21,3.63,26.67,20,20
Wed Feb 23 16:22:33 2022,0,76.63,0,1.75,8.27,9.21,3.62,26.7,20,20
Wed Feb 23 16:23:33 2022,0,73.8,0,1.75,7.28,9.21,3.63,26.74,20,20
Wed Feb 23 16:24:33 2022,0,76.61,0,1.75,8.27,9.22,3.64,26.71,20,20
Wed Feb 23 16:25:33 2022,0,76.52,0,1.75,8.27,9.21,3.64,26.75,20,20
Wed Feb 23 16:26:33 2022,0,73.7,0,0.73,8.27,9.22,3.64,26.92,20,20
Wed Feb 23 16:27:33 2022,0,73.4,0,1.75,7.28,9.22,3.64,26.73,20,20
Wed Feb 23 16:28:33 2022,0,76.6,0,1.74,7.27,9.22,3.63,26.72,20,20
Wed Feb 23 16:29:33 2022,0,76.6,0,0.74,7.28,9.21,3.63,26.71,20,20
Wed Feb 23 16:30:33 2022,0,76.54,0,1.75,8.27,9.21,3.63,26.73,20,20
Wed Feb 23 16:31:33 2022,0,76.6,0,1.75,8.27,9.22,3.64,26.77,20,20
Wed Feb 23 16:32:33 2022,0,76.76,0,1.75,8.27,9.21,3.63,26.69,20,20
Wed Feb 23 16:33:33 2022,0,76.91,0,1.75,8.27,9.22,3.63,26.69,20,20
Wed Feb 23 16:34:33 2022,0,73.5,0,0.75,8.27,9.22,3.63,26.65,20,20
Wed Feb 23 16:35:33 2022,0,73.9,0,1.75,8.28,9.22,3.63,26.7,20,20
Wed Feb 23 16:36:33 2022,0,76.64,0,0.75,8.27,9.22,3.63,26.69,20,20
Wed Feb 23 16:37:33 2022,0,76.55,0,1.75,8.27,9.22,3.63,26.66,20,20
Wed Feb 23 16:38:33 2022,0,73.15,0,1.75,8.27,9.22,3.63,26.69,20,20
Wed Feb 23 16:39:33 2022,0,76.54,0,0.75,8.27,9.22,3.63,26.69,20,20
Wed Feb 23 16:40:33 2022,0,76.55,0,1.75,8.27,9.22,3.63,26.68,20,20
Wed Feb 23 16:41:33 2022,0,66.2,0,1.75,8.27,9.21,3.63,26.71,20,20
Wed Feb 23 16:42:33 2022,0,76.67,0,1.74,8.28,9.21,3.63,26.67,20,20
Wed Feb 23 16:43:33 2022,0,76.58,0,1.74,8.28,9.21,3.63,26.73,20,20
Wed Feb 23 16:44:33 2022,0,74.13,0,1.74,8.27,9.21,3.63,26.78,20,20
Wed Feb 23 16:45:33 2022,0,73.89,0,1.74,8.27,9.21,3.63,26.75,20,20
Wed Feb 23 16:46:33 2022,0,74.69,0,0.74,8.27,9.22,3.64,26.77,20,20
Wed Feb 23 16:47:33 2022,0,77.4,0,0.75,8.27,9.22,3.64,26.74,20,20
Wed Feb 23 16:48:33 2022,0,76.9,0,1.74,8.27,9.23,3.64,26.78,20,20
Wed Feb 23 16:49:33 2022,0,76.91,0,1.74,7.28,9.21,3.64,26.76,20,20
Wed Feb 23 16:50:33 2022,0,77.4,0,1.74,8.27,9.22,3.63,26.73,20,20
Wed Feb 23 16:51:33 2022,0,73.99,0,0.75,7.28,9.21,3.64,26.73,20,20
